,Text,Analysis
660,Is happy...Skool just let out..! Today was my last day..! Yippee! R.I.P Jackson Tyler Morris..! Always Loved And Never Forgotten..!,1
662,_Yours13 I`m not at home with my cats right now!,1
663, wheres the music mannnn!!?? my inbox is still empty,0
665," ...i`m sorry about you are still sick  u know most of them, AND i know that u will guess the 'pelzer present' ;-)",0
666, nice one !,1
668,Gotta get creative with these mothers day gifts. I`m gonna win them over with my love!!,1
670," aah. well, have a few friends over there. Just wondering if all`s great and weather`s been good...",1
671,"Yrbook signing w/ evryone was fun, I`m gna miss evrything",1
672,I lost my artistic abilities,1
674,  That was stone cold   Crazy....  ?,0
676,_xo they were so pretty and took like an hour to do  CAN I DO URSSSSS!,1
679, Already got my ticket; thanks for making sure though!,1
680,Thanks to all my new followers!,1
681,"  - we`re getting closer rather than further from REAL lobby dates - Chicago, BlogHer09 - squee!!!",1
682,Has lost his vocie and Adele is laughing at me LOL and still wondering why I`m in college on me week off,1
683,"_Kill_Boy oh sorry! not getting all my replies  nothing against you. and yes, i do know nirvana",0
684,"busy working on a new kit... and a couple interviews done...Yea! The weekend! Pray for my Uncle, still young and had a massive stroke!!",1
685,"Didn`t get bitten by a rabies infested person last night  yay for me! Gonna scare Rachel with Quarantine tonight, this shall be fun",1
686,_ nooo  no roo crying. but omg i wanted to slap her. she was singing fine then from out of nowhere- BOOHOOOOOOOOOOO,1
688,Good Morning! - Court - Crossfit - Bible Study - Someone very special`s house  ,1
689, Have a great time in London,1
690,"Has work very, very soon. Way too soon!",1
692,In the emergency room with my cousin. She`s got mad flu and can`t walk or breathe.  Why are hospitals always so cold?,0
693,  Thanks for the greeting,1
694,I`m hungry  wife is at a Bodyshop Party and is bringing a takeaway home with her - how much longer will the party go on?,1
695,  - Such a pretty baby!,1
699,jungle book 2 is sooooo cute.. i have nothing to eat or drink,1
700,Dead stopped in the express lane. This would happen when I choose to take it. No way out now. Ugh. Hopefully this gets moving,0
701,_OKeefe Yay! You`re on Twitter! You`re my secret celeb crush!  (too much info??),0
702," ah, ok  thank youuuuuu!",1
703,"Twitter, you just fail at life sometimes.  Oh well. ",0
706," You remind me so much of a Omaha Girl, that I use to date.  I guess it all in the Jeans, (Calvin Kleins is what she wore).",1
708, I loved him and he was in a mini,1
709,  Yeah I`m okay been icing and ace bandage and sitting on my **** on twitter... LOL Thanks,1
710, you`re so gorgeous!!,1
712,My laptop grew speakers. Now I can watch Charlie with the sound on,1
713, rofl uh huh,1
714, This was funny! I have 7.,1
717,has a terrible headache.  I need relief!,0
718,"Two months ago, I became irrelevant.",0
719,Finally sunny days and I`m too sick to go outside and play.,0
720, good luck!! How exciting,1
721,Working up to my vacation to Thailand. Getting more excited every day,1
723,"Finally a chance to show genuine love, not dependent selfish love, I hope I can do it. My heart goes out to you and I`m sorry 4 ur pain.",1
724," I`m game, too bad your leaving HI!",0
726,Just got an IM from another co-worker who just got laid off. Lots of people becoming unemployed,1
727, the exact one i was thinking of  the bestttt.,1
729,"Why does  do folders, instead of labels like ? I kind of like labels",1
731,i never knew a dentention was so hard 2 get,0
732,pacquiao fight was fun at home wif fam and melissa sat.    today was a mission to ikea. srsly 4 different freeways to ge to burbank.,1
734, Dang... that IS disappointing,0
736, How much longer is the NKOTB Block Party? Love it! I need to go to bed so just wondering what time it`s over..LOL..thanks!,1
737,  Thanks! My mom`s seed is larger and already cracked (and planted). I hope Avalina isn`t a dud!,1
738,Anyone want to buy me this anthropomorphic planter?  Only available till the 31st,1
739,"It`s a beautiful day outside today, shame I`m stuck in the office with the blinds shut to stop glare.",1
741, and  the Creative VADO`s are out of stock at walmart.com (missed it)  but thanks for tweeting about it,1
743,Cultural tour 102 by loiusa`s family: kangaroo sight-seeing in cemetary. Lovely,1
744,Flap-a-taco was nice until the plebs came in.,1
745,"Oh, and yippee for Lyn-Z Way who gets to celebrate Mother`s Day for the first time as a mother.",1
746,"am chillaxin after a busy BankHoliday, Hope everbody had a gd wkend! Holiday in 12 days!!!  ****",1
747,Havin a much better day today!! Finished the last Twilight book yesterday. Classes start next week!      Get at me yall!!,1
748, NEW motorcycle and you POPPED a cable already? wow-you ride HARD!,0
750, Thanks! Welcome back!,1
751, i want to experience snow  we don`t have snow here and it sucks,0
753,"at the office, trying to solve the mystery of whose blood is that in the  bathroom toilet.... eewwwww",0
754,awwww..I love him! His car was soooo CUTE tonight!! I love me some Carl..My 10yr old is sad now..LOL..,1
757, Thanks Amy!  That video is so awesome!  Did you see TMH?  He`s amazing in that too!! Bouncy Bouncy Bouncy!!!,1
759,"is bored, cant go on habbo stupid ban",0
760,Tried on all the shoes in new look,1
761,its too early  i wanna go back to sleeep,1
763, oh wow...hope he`s ok  u take him 2 the vet?,1
764," He died.  Wait, what about Magic Jack? I just read it.",1
766, hahaha oh man please come to pomona i would love to see you everyday instead of like once a year if that,1
767,Jon made one of the greatest dinners ever: roast pork tenderloin on a bed of wild rice on a bed of mixed greens & yummy sauce. No wine,1
769,Shower. Class. More class. Taking care of my lady-friend. Writing like there`s no tomorrow.,1
770,Rockstar photographer shoot went great tonight. A little different than the usual stuff - very nice.,1
771, great pics! You should try to start selling your race photos to runners,1
772,"Goodmorning twitter, oh my gosh, i woke up soooo nice, lol ... oh hai thar twitterverse. Happy  everybody  (especially mine)",1
773,"_dulay i swear it took me 2 hours to get from bel air to alabang.  but yes, i LOVED reminiscing about our HK trip with you & ",1
775,The World is just amazing!,1
776,i have no idea what im doing and i am completely lost.,1
778, awww hes too cute!!wish i could`ve gone,1
779,got my cable set up! WIN!  got my lock put on my door! WIN! feeling a tad neglected... FAIL.,1
780, I think that may look a little silly -.- Also my camera is broken so no photo,0
781,just had a great talk with grace about how awesome God is and how he works...that somehow started with how remote controls work,1
787, flew Brisbane - Lax today.  Great flight.  Love the lights.  Shame about one drink limit though!,1
790,I just spent 2 hours looking for a blog topic and ended up inventing my own.  grrrr    ,0
792,"HAPPY MOTHER`S DAY to my Mom, and every Mom everywhere.  Off for a stroll at the Beaches later--hopefully...",1
793, ohhh i wanna go  gahhh but i dunnooooooo :S me confuzzzledd should i or not???,0
794,_KittyKat hello new follower  haha!! how are ya?,1
795, haha best thing about office birthdays hey,1
796,"****, I never knew I could miss my phone so much for 4 hours till they told me I won`t have it back till then",1
797,_Lay aww well I just randomly woke up and now I can`t sleep! Too many things on my mind,1
798,That`s it? It`s done already? This is one proof that there`s nothing fair in this world.   ,1
799,I am going to see how long I can do this for.,0
800,"You better come here by the time I count to 10 or else. 1, 2, 3,  BAM!!!!!",1
801,PRD take a long time to review!,0
802,"_3 U know - kids do what we DO - not what we SAY ... well, don`t we all, really  ....",1
803,Ugh! I wanna play dnd but i know i`m going to fail this final. I NEED to study,0
804,"  Hi, Thx for following  I teach some Chinese lessons on youtube, pls feel free to have a look www.youtube.com/ChineseLearn",1
805, how sad! are you saying that I`m fat?  *tears*,0
808,Finally get to lay down for a bit i have a major headache,0
809,"  Yes, you should go see Star Trek!  It`s sooooo much fun!",1
810, Mitchel you have no idea how much I want to call you!! but it costs loads to call from england!!!,1
811,"Stupid me, accidentally gave my honey the Atomic flavored buffalo wings and now his stomach feels just awful..... Im sorry baby",0
812, very relaxing thank you. Hope you get to put your feet up tomorrow and enjoy the day,1
813, yessir that is 100% right,1
815,Writing my Music Lit final paper on Mozart`s Eine kleine nashtmusik. Mom is giving me a hand...and I`m actually having a GREAT time,1
816,i got over the crush issue but now tomorrow my friend is going to india for the whole summer  im back to being sad.,0
817,Too warm!!!,1
818,Ada acara menarik lain: Keys to the VIP di channel V. Ttg straight yg dikasih tasks to approach strangers in the crowd.. Hmm,1
820, aww thanx andy,1
821,Some goodies bagged at the car boot including some very cute cross stitch birds for my craft room! The man selling was a sweetie,1
822,has just finished ironing his clothes for . Gonna walk the dog now then grab a shower/shave and be off   looks good too,1
827,Going to the courthouse to pay for tags & taxes on all our cars...this is gonna be expensive.,0
828,So tired & ready for bed!! Really in the mood for salt & pepper chicken wings & noodles but have no money on me for a Chinese!,0
829,The usual. Two family parties today. Happy Birthday Lily!  ,1
830, I am on here..finally. AND YAY. seriously. that made my day oh fellow hell ruler,0
831,GOODNIGHT MAGIC AND PRETTY WORLD,1
832,doesnt have a hangover  and is getting ready for a good ol` english fry up,1
838,Mad tired. But it`s the hols! I miss chomp chomp terribly!,0
840,Good morning  ready to start this week.,1
841," I`ve read good things bout it. Just not feelin it tonight. Proly finish it tomorrow, after Star Trek",1
842,So glad I`m finally done with finals!,1
843,watching 'That Thing You Do' on Comcast. Missing my boo like crrrrrazy!,0
844,It just had to rain on me almost a perfect day now my clothes are wet,1
845,_1 yeah we only went for 5 days  im trying to get back in november with my mom for super soak stars weekend,1
